EXTERNAL ID,E-INVOICE PREFIX,E-INVOICE NUMBER,E-INVOICE INTEGRATION,CUSTOMER,PHASE,PROJECT,SUBSIDIARY,DEPARTMENT,BUDGET CODE,CURRENCY,EXCHANGE RATE,PROFORMA INVOICE TYPE,MEMO MAIN,DATE,DOCUMENT DATE,DUE DATE,BUDGET PERIOD,BUDGET PERIOD(1),APPROVAL STATUS,E-INVOICE FORM,LINE ID,ITEM,  QUANTITY  ,UNITS, RATE , AMOUNT ,TAX CODE,MEMO (LINE) - Anh,MEMO (VI),"Mô tả hàng hóa, vật tư (changed)",UNIT NO,MASTER RECORD ID,Unit for lease,PREMISE LEASE CONTRACT,BILL START DATE,BILL END DATE,BILL START DATE(1),BILL END DATE(1),SUB. BENEFICIARY NAME,BANK ACCOUNT,SWIFT CODE,PHASE(1),PROJECT(1),BUDGET CODE(1)
INV/BBN/20251015_08,,,T,C00000435 Ci Yi VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,10,Water,28.00,M3,0.00,2533480.00,HHDV:HHDV_VAT10,Utility of B1-A From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-A Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-A từ ngày 15/10/2025 đến ngày 15/10/2025,B1-A,610,575,Premise Lease Contract (PLC) #PLC/BBN/000018,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_09,,,T,C00001034 SHENYUE,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,1,Water,1.00,M3,0.00,2073520.00,HHDV:HHDV_VAT10,Utility of B1-B From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-B Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-B từ ngày 15/10/2025 đến ngày 15/10/2025,B1-B,38874,2032,Premise Lease Contract (PLC) #PLC/BBN/000021,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_09,,,T,C00001034 SHENYUE,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,2,Water,1.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-B From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-B Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-B từ ngày 15/10/2025 đến ngày 15/10/2025,B1-B,38874,2032,Premise Lease Contract (PLC) #PLC/BBN/000021,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_09,,,T,C00001034 SHENYUE,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,3,Water,1.00,M3,0.00,2056120.00,HHDV:HHDV_VAT10,Utility of B1-B From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-B Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-B từ ngày 15/10/2025 đến ngày 15/10/2025,B1-B,38874,2032,Premise Lease Contract (PLC) #PLC/BBN/000021,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_09,,,T,C00001034 SHENYUE,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,4,Water,0.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-B From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-B Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-B từ ngày 15/10/2025 đến ngày 15/10/2025,B1-B,38874,2032,Premise Lease Contract (PLC) #PLC/BBN/000021,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_09,,,T,C00001034 SHENYUE,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,5,Water,0.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-B From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-B Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-B từ ngày 15/10/2025 đến ngày 15/10/2025,B1-B,38874,2032,Premise Lease Contract (PLC) #PLC/BBN/000021,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,1,Water,22.00,M3,0.00,2721800.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,2,Water,17.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,3,Water,9.00,M3,0.00,2197560.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,4,Water,7.00,M3,0.00,2162200.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,5,Water,4.00,M3,0.00,2109160.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,6,Water,3.00,M3,0.00,2091480.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,7,Water,2.00,M3,0.00,2073800.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,8,Water,1.00,M3,0.00,2056120.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,9,Water,1.00,M3,0.00,2056120.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_10,,,T,C00000337 Quadrant VN,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,10,Water,0.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-C From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-C Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-C từ ngày 15/10/2025 đến ngày 15/10/2025,B1-C,312,459,Premise Lease Contract (PLC) #PLC/BBN/000014,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,1,Water,5.00,M3,0.00,2231520.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,2,Water,6.00,M3,0.00,0.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,3,Water,10.00,M3,0.00,2215240.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,4,Water,12.00,M3,0.00,2250600.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,5,Water,12.00,M3,0.00,2250600.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,6,Water,10.00,M3,0.00,2215240.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,7,Water,11.00,M3,0.00,2232920.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,8,Water,11.00,M3,0.00,2232920.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
INV/BBN/20251015_11,,,T,C00000159 VINH THAI,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,"Parent Company : BWID : VC1 : VC2 : VC3 : BWID BN LTD., CO",Finance & Accounting,3010303 Utilities charges to tenants,VND,1,Utility,Water supply from 15/10/2025 to 15/10/2025,15/10/2025,15/10/2025,22/10/2025,15/10/2025,15/10/2025,Pending Approval,1,9,Water,11.00,M3,0.00,2232920.00,HHDV:HHDV_VAT10,Utility of B1-D From 15/10/2025 To 15/10/2025,Chi phí tiện ích B1-D Từ ngày 15/10/2025 Đến ngày 15/10/2025,Phí quản lý tiện ích liên quan đến điện kho B1-D từ ngày 15/10/2025 đến ngày 15/10/2025,B1-D,313,496,Premise Lease Contract (PLC) #PLC/BBN/000006,15/10/2025,15/10/2025,15/10/2025,15/10/2025,"BWID BN LTD., CO",112121029 VTB: Current Account VND - Tien Son - 118008108888,ICBVVNVX,BN1_01: VSIP Bac Ninh_Phase 1,PBN1: VSIP Bac Ninh,3010303 Utilities charges to tenants
